"category","Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"literature-vocab","PKU Sem1 文学课/生词","拐弯","guǎiwān","go round a curve；turn a corner；fig. a new direction","to go round a curve；to turn a corner；fig. a new direction","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","拐杖","guǎizhàng","walking stick；cane；crutches；crutch","walking stick；cane；crutches；crutch","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","招呼","zhāohu","call；地狱；notify；tell；take care lest","call；greet；say hello to；notify；tell；take care lest；mind；take care of；topo. get into a fight；work hard","名","我来打个招呼；你去招呼一下","中性","我来打个招呼, 要涨工资了。","Wǒ lái dǎ ge zhāohu, yào ²zhǎng gōngzī le.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","September 2025/生词；PKU Sem1 文学课/生词","拢","lǒng","gather together；to collect；approach；to draw near to；add；to sum up；comb (hair)；gather together；to collect；approach；to draw near to；add；to sum up；comb (hair)","to gather together；to collect；to approach；to draw near to；to add；to sum up；to comb (hair)；to gather together；to collect；to approach；to draw near to；to add；to sum up；to comb (hair)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","拦","lán","bar；block；towards 拦头一击 lán tóu yījī strike a blow on the head","bar；block；towards 拦头一击 lán tóu yījī strike a blow on the head","名","别拦着我；我把他给拦住了；拦头一击","中性","别拦着我。","Don’t stop me.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","拧","níng","twist；wring；pinch；tweak","twist；wring；pinch；tweak","名","把那块湿布拧一拧","中性","把那块湿布拧一拧。","Bǎ nèi ²kuài ²shī ⁴bù níng yī̠ níng.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","September 2025/生词；October 2025/生词；November 2025/生词；PKU Sem1 文学课/生词","拽","zhuāi","throw；fling；throw；fling；pull；tug at (sth)；throw；fling；drag；pull；Taiwan pr","to throw；to fling；to throw；to fling；to pull；to tug at (sth)；to throw；to fling；to drag；to pull；Taiwan pr","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","拿捏","nániē","(lit. and fig.) to grasp；to control；(dialect) affecting shyness；coy；(dialect) to deliberately create difficulties；to threaten","(lit. and fig.) to grasp；to control；(dialect) affecting shyness；coy；(dialect) to deliberately create difficulties；to threaten","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","September 2025/生词；PKU Sem1 文学课/生词","挑","tiāo","carry on a shoulder pole；choose；pick；nitpick；carry on a shoulder pole；choose；pick；nitpick","to carry on a shoulder pole；to choose；to pick；to nitpick；to carry on a shoulder pole；to choose；to pick；to nitpick","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","挣扎","zhēngzhá","小地毯","to struggle","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","挤","jǐ","crowd in；cram in；force others aside；press","to crowd in；to cram in；to force others aside；to press；to squeeze；to find (time in one's busy schedule)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","挨宰","áizǎi","get ripped off","to get ripped off","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","挪","nuó","V. move；to shift；to move","V. move；to shift；to move","名","开会的地方挪了；挪到大礼堂去了","中性","开会的地方挪了, 挪到大礼堂去了。","Kāihuì de dìfang nuó le, nuó dào dà lǐtáng qù le.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","挪动","nuódong","move；to move；to shift","move；to move；to shift","名","往前挪动几步；一步也挪动不得","中性","往前挪动几步 Wǎng qián nuódong jǐ bù move a few steps forward 他的脚像是钉在地上, 一步也挪动不得。","Wǎng qián nuódong jǐ bù move a few steps forward 他的脚像是钉在地上, 一步也挪动不得。 Tā de jiǎo xiàng shì dīng zài dìshang, yī bù yě nuódong bude.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","挫","cuò","defeat；frustrate；subdue；deflate；obstructed；to fail","defeat；frustrate；subdue；deflate；obstructed；to fail；to oppress；to repress；to lower the tone；to bend back；to dampen","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","捂脸","wǔliǎn","cover one's face with one's hand(s)；facepalm","to cover one's face with one's hand(s)；to facepalm","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","捆","kǔn","a bunch；to tie together；bundle","a bunch；to tie together；bundle","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","October 2025/生词；PKU Sem1 文学课/生词","捉弄","zhuōnòng","tease；make fun of；play tricks on；tease；make fun of；play tricks on","tease；make fun of；play tricks on；tease；make fun of；play tricks on","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","捋","lǚ","smooth or arrange sth using one's fingers；stroke","to smooth or arrange sth using one's fingers；to stroke","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","捐赠","juānzèng","V. contribute (as a gift)；donate；to contribute (as a gift)；to donate","V. contribute (as a gift)；donate；to contribute (as a gift)；to donate；benefaction","名","","中性","很多人自愿死后捐赠自己的器官。","Hěn duō rén zìyuàn sǐhòu juānzèng zìjǐ de qìguān.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","October 2025/生词；PKU Sem1 文学课/生词","捧","pěng","hold or carry in both hands；boost；exalt；extol；flatter 把某人捧上天 bǎ mǒurén pěng shàng tiān praise (or laud) sb. to the skies；fulsome praise measure word double handful 一捧枣儿 Yī pěng zǎor a double handful of dates；to hold or offer with both hands；to sing the praises of；hold or carry in both hands；boost；exalt；extol；flatter 把某人捧上天 bǎ mǒurén pěng shàng tiān praise (or laud) sb. to the skies；fulsome praise measure word double handful 一捧枣儿 Yī pěng zǎor a double handful of dates；to hold or offer with both hands；to sing the praises of","hold or carry in both hands；boost；exalt；extol；flatter 把某人捧上天 bǎ mǒurén pěng shàng tiān praise (or laud) sb. to the skies；fulsome praise measure word double handful 一捧枣儿 Yī pěng zǎor a double handful of dates；to hold or offer with both hands；to sing the praises of；classifier for what can be held in both hands；hold or carry in both hands；boost；exalt；extol；flatter 把某人捧上天 bǎ mǒurén pěng shàng tiān praise (or laud) sb. to the skies；fulsome praise measure word double handful 一捧枣儿 Yī pěng zǎor a double handful of dates；to hold or offer with both hands；to sing the praises of；classifier for what can be held in both hands","名","捧着一个西瓜；把某人捧上天；一捧枣儿；捧着一个西瓜；把某人捧上天；一捧枣儿","中性","捧着一个西瓜 pěng zhe yī ge xīguā hold a watermelon in both hands 她双手捧着孩子的脸。","Tā shuāngshǒu pěng zhe háizi de liǎn.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","November 2025/生词；PKU Sem1 文学课/生词","掏","tāo","draw out；pull out；fish out or；dig (a hole, etc.)；hollow out；scoop out 在墙上掏一个洞 Zài qiáng shàng tāo yī ge dòng make a hole in the wall；colloquial steal from sb.'s pocket；draw out；pull out；fish out or；dig (a hole, etc.)；hollow out；scoop out 在墙上掏一个洞 Zài qiáng shàng tāo yī ge dòng make a hole in the wall；colloquial steal from sb.'s pocket","draw out；pull out；fish out or；dig (a hole, etc.)；hollow out；scoop out 在墙上掏一个洞 Zài qiáng shàng tāo yī ge dòng make a hole in the wall；colloquial steal from sb.'s pocket；draw out；pull out；fish out or；dig (a hole, etc.)；hollow out；scoop out 在墙上掏一个洞 Zài qiáng shàng tāo yī ge dòng make a hole in the wall；colloquial steal from sb.'s pocket","名","掏耳朵；掏炉灰；掏鸟窝；掏手枪；掏耳朵；掏炉灰；掏鸟窝；掏手枪","口语","掏耳朵 Tāo ěrduo pick one’s ears 掏炉灰 tāo lúhuī clear the ashes from a stove 掏鸟窝 tāo niǎowō take young birds or eggs out of a nest; go bird’s-nesting 掏手枪 tāo shǒuqiāng draw a pistol 掏蛐蛐儿 tāo qū qūr catch crickets 从口袋里掏出笔记本 cóng kǒudài lǐ tāo chū bǐjìběn pull a notebook from one’s pocket; take a notebook out of one’s pocket 这顿饭是他掏的钱。","Tāo ěrduo pick one’s ears 掏炉灰 tāo lúhuī clear the ashes from a stove 掏鸟窝 tāo niǎowō take young birds or eggs out of a nest; go bird’s-nesting 掏手枪 tāo shǒuqiāng draw a pistol 掏蛐蛐儿 tāo qū qūr catch crickets 从口袋里掏出笔记本 cóng kǒudài lǐ tāo chū bǐjìběn pull a notebook from one’s pocket; take a notebook out of one’s pocket 这顿饭是他掏的钱。 Zhè dùn fàn shì tā tāo de qián.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","September 2025/生词；PKU Sem1 文学课/生词","排练","páiliàn","rehearse 排练节目 Páiliàn jiémù have a rehearsal；rehearse a show；rehearse 排练节目 Páiliàn jiémù have a rehearsal；rehearse a show","rehearse 排练节目 Páiliàn jiémù have a rehearsal；rehearse a show；rehearse 排练节目 Páiliàn jiémù have a rehearsal；rehearse a show","名","排练节目；排练节目","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","探","tàn","look for；explore；stretch/pop forward B.F；inquire about；take an interest in in tànwàng；visit；call on in tànqīn","look for；explore；stretch/pop forward B.F；inquire about；take an interest in in tànwàng；visit；call on in tànqīn；spy；detective in mìtàn","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","November 2025/生词；PKU Sem1 文学课/生词；December 2025/生词；January 2026","接纳","jiēnà","V. admit (into an organization)；accept (advice/etc.)；V. admit (into an organization)；accept (advice/etc.)；V. admit (into an organization)；accept (advice/etc.)；V. admit (into an organization)；accept (advice/etc.)","V. admit (into an organization)；accept (advice/etc.)；V. admit (into an organization)；accept (advice/etc.)；V. admit (into an organization)；accept (advice/etc.)；V. admit (into an organization)；accept (advice/etc.)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","控制","kòngzhì","control；govern；command；manipulate 控制球 kòngzhì qiú control the ball 控制局面 kòngzhì júmiàn have the situation under control 控制险要 kòngzhì xiǎnyào command a strategic position 控制不住感情 kòngzhì bùzhù gǎnqíng lose control of one’s emotions 控制人口增长 kòngzhì rénkǒu zēngzhǎng control population growth","control；govern；command；manipulate 控制球 kòngzhì qiú control the ball 控制局面 kòngzhì júmiàn have the situation under control 控制险要 kòngzhì xiǎnyào command a strategic position 控制不住感情 kòngzhì bùzhù gǎnqíng lose control of one’s emotions 控制人口增长 kòngzhì rénkǒu zēngzhǎng control population growth","名","控制球；控制局面；控制险要；控制不住感情","中性","","","一词多义，结合上下文判断具体义项。","",""
