"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"PKU Sem1 文学课/生词","待","dài","treat；deal with；entertain 待客 dàikè entertain a guest；解答；need","treat；deal with；entertain 待客 dàikè entertain a guest；wait for；await 尚待解决的问题 shàng dài jiějué de wèntí a problem awaiting solution；an outstanding issue；need；going to；about to","名","待人诚恳；他们待我如家人；待客；尚待解决的问题","中性","待人诚恳 Dàirén chéngkěn treat people sincerely; be sincere with people 他们待我如家人。","Dàirén chéngkěn treat people sincerely; be sincere with people 他们待我如家人。 Tāmen dài wǒ rú jiā rén.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","徐徐","xúxú","slowly；gently；steady；calm；relaxed and dignified","slowly；gently；steady；calm；relaxed and dignified","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","循环","xúnhuán","V. circulate；cycle；to cycle；to circulate","V. circulate；cycle；to cycle；to circulate；circle；loop","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","微醺","wēixūn","P. slightly drunk","P. slightly drunk","名","","中性","","","","",""
"PKU Sem1 文学课/生词","心","xīn","heart；mind；intention；center","heart；mind；intention；center；core；CL:顆|颗 ,個|个","名","","中性","","","一词多义，结合上下文判断具体义项。","","颗；个"
"PKU Sem1 文学课/生词","心肌","xīnjī","N. , bio. cardiac muscle；myocardium","N. , bio. cardiac muscle；myocardium","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","忠信","zhōngxìn","faithful and honest；loyal and trustworthy","faithful and honest；loyal and trustworthy","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","忧戚","yōuqī","P. , wr. worried and grieved","P. , wr. worried and grieved","名","","书面","","","","",""
"PKU Sem1 文学课/生词","怅然","chàngrán","S.V. disappointed；upset","S.V. disappointed；upset","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","怔","zhèng","V. stare blankly","V. stare blankly","名","","中性","","","","",""
"PKU Sem1 文学课/生词","怯","qiè","timid；cowardly；rustic；Taiwan pr","timid；cowardly；rustic；Taiwan pr","名","","贬义","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","恐怕","kǒngpà","perhaps；probably；maybe；fear；to dread；I'm afraid that","perhaps；probably；maybe；fear；to dread；I'm afraid that","名","恐怕太晚了","中性","恐怕太晚了。","I'm afraid; I fear 恐怕太晚了。 Kǒngpà tài wǎn le.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","恭喜","gōngxǐ","congratulate；(interj.) congratulations!","to congratulate；(interj.) congratulations!","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","恭顺","gōngshùn","S.V. respectful and submissive；deferential；respectful","S.V. respectful and submissive；deferential；respectful","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","悬崖","xuányá","precipice；overhanging cliff","precipice；overhanging cliff","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","悬空","xuánkōng","hang in the air 身体悬空 shēntǐ xuánkōng with one’s body hanging in the midair；be unsettled；be impractical；to hang in the air；suspended in midair","hang in the air 身体悬空 shēntǐ xuánkōng with one’s body hanging in the midair；be unsettled；be impractical；to hang in the air；suspended in midair；(fig.) uncertain","名","身体悬空","中性","身体悬空 shēntǐ xuánkōng with one’s body hanging in the midair 2 be unsettled; be impractical 这件事不能老悬空着, 要抓紧解决。","Zhè jiàn shì bù néng lǎo xuánkōng zhe, yào zhuājǐn jiějué.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","悲哀","bēiāi","grieved；sorrowful 悲哀不已 bēi'āi bùyǐ overcome with sorrow；sadness 强忍悲哀 Qiáng rěn bēi'āi suppress one’s grief","grieved；sorrowful 悲哀不已 bēi'āi bùyǐ overcome with sorrow；sadness 强忍悲哀 Qiáng rěn bēi'āi suppress one’s grief","名","悲哀不已；为死者感到悲哀；强忍悲哀","中性","悲哀不已 bēi'āi bùyǐ overcome with sorrow; grief-stricken 为死者感到悲哀 wèi sǐzhě gǎndào bēi'āi grieve for the dead 葬礼是一个令人悲哀的场合。","A funeral is a sad occasion.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","情敌","qíngdí","rival in love","rival in love","名","","中性","","","","",""
"PKU Sem1 文学课/生词","惊诧","jīngchà","S.V. , wr. surprised；amazed；to be surprised；to be amazed","S.V. , wr. surprised；amazed；to be surprised；to be amazed；to be stunned","名","","书面","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","愚昧","yúmèi","ignorant；uneducated；ignorance","ignorant；uneducated；ignorance","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","愣","lèng","colloquial dumbfounded；stupefied；心不在焉；blunt","colloquial dumbfounded；stupefied；dazed 愣了半天 lèngle bàntiān be in a daze for a long while 直发愣 zhí fālèng absent-minded；blunt；brusque 愣小子 Lèng xiǎozi rash (or brusque) young fellow；to look distracted；to stare blankly；distracted；blank；(coll.) unexpectedly；rash；rashly","名","愣了半天；直发愣；大家都愣；愣小子","口语","愣了半天 lèngle bàntiān be in a daze for a long while 直发愣 zhí fālèng absent-minded; look distracted 他一问, 大家都愣(住)了。","Everybody was dumbfounded (or struck dumb) by his question.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","愣住","lèngzhù","look distracted；stare blankly；become stunned","look distracted；stare blankly；become stunned","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","愧对","kuìduì","be ashamed to face (sb)；feel bad about having failed (sb)","to be ashamed to face (sb)；to feel bad about having failed (sb)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","慎","shèn","B.F. careful；cautious in shènzhòng , jǐnshèn","B.F. careful；cautious in shènzhòng , jǐnshèn","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","戳","chuō","jab；poke；stab；dialect sprain；blunt；dialect stand sth. on end；seal；to jab","jab；poke；stab；dialect sprain；blunt；dialect stand sth. on end；seal；to jab；to poke；to stab；(coll.) to sprain；to blunt；to fuck (vulgar)；to stand；to stand (sth) upright；stamp","名","一戳就破；在纸上戳了一个洞；别用笔在书上戳；打排球戳了手","口语","一戳就破 yī chuō jiù pò break at the slightest touch 在纸上戳了一个洞 Zài zhǐ shàng chuō le yī ge dòng poke a hole in the paper 别用笔在书上戳。","Zài zhǐ shàng chuō le yī ge dòng poke a hole in the paper 别用笔在书上戳。 Bié yòng bǐ zài shū shàng chuō.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","户外","hùwài","outdoor","outdoor","名","","中性","","","","",""
"PKU Sem1 文学课/生词","打理","dǎlǐ","take care of；sort out；manage；put in order","to take care of；to sort out；to manage；to put in order","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","扛","káng","carry on the shoulder；shoulder 扛枪 káng qiāng shoulder a gun；bear arms 扛大梁 káng dàliáng take up the main task 扛着锄头 káng zhe chútou carry a hoe on one’s shoulder；bear；endure tài chǎo le, nǐ káng de zhù ma?","carry on the shoulder；shoulder 扛枪 káng qiāng shoulder a gun；bear arms 扛大梁 káng dàliáng take up the main task 扛着锄头 káng zhe chútou carry a hoe on one’s shoulder；bear；endure tài chǎo le, nǐ káng de zhù ma?","名","扛枪；扛大梁；扛着锄头；冻得扛不住了","中性","扛枪 káng qiāng shoulder a gun; bear arms 扛大梁 káng dàliáng take up the main task 扛着锄头 káng zhe chútou carry a hoe on one’s shoulder 2 bear; endure 冻得扛不住了 dòng de káng bùzhù le too cold to bear 太吵了, 你扛得住吗？","It’stoo noisy.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","扣篮","kòulán","O. dunk shot；over-the-rim shot (in basketball)","O. dunk shot；over-the-rim shot (in basketball)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","扮相","bànxiàng","N. actor's appearance after putting on costume and makeup","N. actor's appearance after putting on costume and makeup","名","","中性","","","","",""
"PKU Sem1 文学课/生词","抢先","qiǎngxiān","rush (to do sth urgent)；try to be the first；forestall","to rush (to do sth urgent)；to try to be the first；to forestall","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","抻","chēn","colloquial pull out；draw out；to pull；to stretch","colloquial pull out；draw out；to pull；to stretch；to draw sth out","名","把你的衣服抻一抻","口语","把你的衣服抻一抻。","Bǎ nǐ de yīfu chēn yī chēn.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","抿","mǐn","close lightly；furl；tuck shuǐniǎo r yī mǐn chìbǎng, zuānrù shuǐzhōng；sip 抿一口酒 Mǐn yī kǒu jiǔ take a sip of wine；to smooth hair with a wet brush；(of a mouth, wing etc) to close lightly","close lightly；furl；tuck shuǐniǎo r yī mǐn chìbǎng, zuānrù shuǐzhōng；sip 抿一口酒 Mǐn yī kǒu jiǔ take a sip of wine；to smooth hair with a wet brush；(of a mouth, wing etc) to close lightly；to sip","名","抿了抿头发；抿着嘴笑；水鸟儿一抿翅膀；抿一口酒","中性","抿了抿头发 Mǐn le mǐn tóufa touch up one’s hair (with a brush)  verb 1 close lightly; furl; tuck 抿着嘴笑 mǐn zhe zuǐ xiào smile with closed lips; compress one’s lips in a smile 水鸟儿一抿翅膀, 钻入水中。","Mǐn le mǐn tóufa touch up one’s hair (with a brush)  verb 1 close lightly; furl; tuck 抿着嘴笑 mǐn zhe zuǐ xiào smile with closed lips; compress one’s lips in a smile 水鸟儿一抿翅膀, 钻入水中。 shuǐniǎo r yī mǐn chìbǎng, zuānrù shuǐzhōng.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","拇指","mǔzhǐ","thumb；big toe","thumb；big toe","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","拈","niān","pick up；nip；grasp with the fingers；fiddle with","to pick up；to nip；to grasp with the fingers；to fiddle with；Taiwan pr","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","拉扯","lāche","drag；pull；raise a child (through difficulties)；help","to drag；to pull；to raise a child (through difficulties)；to help；to support；to drag in；to chat","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","拐弯","guǎiwān","go round a curve；turn a corner；fig. a new direction","to go round a curve；to turn a corner；fig. a new direction","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","拐杖","guǎizhàng","walking stick；cane；crutches；crutch","walking stick；cane；crutches；crutch","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
